Lake_id,Lat,Lon,HDI,Index
17718,24.91501036,83.17689417,0.545011504,287
17792,15.11501316,79.46565114,0.585147858,288
17805,26.14411822,89.98669731,0.58978552,289
17958,24.96726829,83.30069068,0.544902855,290
18018,28.90225,79.6100625,0.626899871,291
18041,11.43322263,79.09088519,0.671357759,292
18127,25.81445088,74.79304559,0.650720163,293
18133,12.95103254,76.86588965,0.668150647,294
18143,23.71727049,73.04249831,0.557636169,295
18183,25.23107939,75.69242131,0.678294341,296
18200,14.56972715,79.37188153,0.615767786,297
18234,25.87267758,86.30392914,0.549583588,298
18347,25.732199,74.93881085,0.617052699,299
18362,26.28048055,90.38681009,0.596749876,300
18364,17.66536277,78.06162618,0.683205411,301
18433,12.87269325,79.84637371,0.645854219,302
18452,27.04621477,70.86274794,0.549988999,303
18478,22.515125,88.830875,0.600855813,304
18497,18.406625,73.720625,0.705024741,305
18566,22.05475,86.804875,0.595627853,306
18871,23.49250765,73.37519533,0.623887318,307
19009,23.60478309,69.55136483,0.515617323,308
19048,22.13657525,78.19084182,0.644726996,309
19073,28.28607901,81.0652845,0.59042969,310
19170,20.17644875,80.61919678,0.577341994,311
19174,20.56746453,79.04580331,0.605502468,312
19190,21.2776755,73.4056085,0.634968649,313
19210,13.829249,75.522007,0.624413356,314
19219,24.2375,79.0473125,0.577822739,315
19237,11.94377677,76.44259803,0.610120423,316
19326,21.2107002,80.41918129,0.586389676,317
19345,13.41535049,79.72661269,0.624613009,318
19517,25.0795145,73.88451611,0.743741312,319
19649,18.7292359,79.46634017,0.698736921,320
19755,24.242625,92.872125,0.670179766,321
19955,26.20950122,75.39341412,0.616743896,322
20137,20.3039074,77.9232929,0.628829699,323
20317,12.49593437,78.17417105,0.665045486,324
20354,8.592125,78.1259375,0.717086807,325
20412,25.76235275,86.29581922,0.582258163,326
20416,24.86809712,86.64383566,0.517459954,327
20428,25.43484058,79.88450024,0.538987075,328
20436,21.5782917,76.25288172,0.549467752,329
20469,25.20811779,87.2363557,0.59538671,330
20539,12.75039357,79.65004243,0.641525587,331
20754,24.50213413,76.32591351,0.646386315,332
20836,15.016558,79.02124879,0.586851301,333
20879,18.92534786,73.25808548,0.701605335,334
21213,14.43815751,79.94851245,0.708723889,335
21261,25.72900294,85.39308428,0.59641624,336
21328,12.124375,75.1551875,0.77049826,337
21385,28.95120967,79.58833156,0.711588977,338
21456,24.88941608,88.18737102,0.690558866,339
21491,15.17175,74.67809,0.67517051,340
21551,18.18957371,83.1868446,0.605936002,341
21623,32.6193551,76.06989971,0.668433565,342
21709,19.27312857,79.26750701,0.617996211,343
21789,23.60664769,85.31113853,0.609970847,344
21954,25.52767695,79.13127968,0.53453107,345
22009,16.72378226,77.77718116,0.611734444,346
22048,23.708375,78.731,0.58329474,347
22049,9.300375,77.152875,0.664317149,348
22454,25.07265228,78.77042833,0.577621802,349
22586,20.02118263,77.45211011,0.589148208,350
22657,8.641621719,77.40693664,0.687216856,351
22692,24.92254917,92.61152049,0.567834958,352
22714,24.54146247,77.26062925,0.558695213,353
22747,20.40450701,79.17679287,0.587615921,354
22765,18.30260117,79.85563124,0.623899178,355
22889,23.68836555,73.40373054,0.582626822,356
22900,25.33077009,85.46367249,0.599132619,357
22957,33.1474625,74.80920425,0.711040853,358
23059,15.43387213,80.10197399,0.645317536,359
23140,10.22565897,76.23135274,0.754263896,360
23165,14.78022492,78.23899413,0.546678759,361
23167,18.8353339,74.92559606,0.674363334,362
23297,20.497875,73.88375,0.642842961,363
23425,26.12071045,91.65087815,0.678509675,364
23541,20.72008806,82.4598049,0.583480804,365
23598,20.72090118,76.1792395,0.636942006,366
23633,15.04667981,79.70014239,0.567534256,367
23676,14.18857546,74.77727923,0.592211687,368
23756,16.18885958,77.64410209,0.614548019,369
23814,14.98325,79.29375,0.5912754,370
23835,22.12248444,86.23934704,0.572958752,371
23859,18.01366727,75.9214625,0.62474896,372
23956,14.11456037,80.04029994,0.64544172,373
23959,25.64375,91.87925,0.693513475,374
23972,25.70711177,83.91604734,0.594184463,375
23983,21.7485298,71.64082049,0.597596144,376
24011,25.5630768,74.90084571,0.636411967,377
24102,25.36994559,85.87059203,0.579382026,378
24139,25.65567797,84.41786668,0.549647168,379
24204,25.77495674,84.85792408,0.575757915,380
24267,25.5093232,92.62050164,0.607636796,381
24301,24.60701503,76.98041754,0.645146299,382
24320,26.09805964,90.60611975,0.633136995,383
24357,24.0226644,88.02417527,0.60334706,384
24434,10.44327967,79.64104149,0.676927399,385
24459,22.34049601,71.5195288,0.581151591,386
24488,23.64841389,76.91470413,0.582218451,387
24511,23.76484961,70.80655092,0.509193114,388
24519,9.344297428,78.82680867,0.700501123,389
24531,21.32548725,75.14282834,0.624120932,390
24620,20.61048257,82.59305436,0.579487008,391
24621,25.90961367,77.65365201,0.549185352,392
24649,15.23372368,76.66734716,0.66719694,393
24841,23.38333177,76.2900044,0.57435074,394
24955,11.95620872,79.74444645,0.748321446,395
25009,22.44575,72.122125,0.627805378,396
25285,24.05283259,79.07436386,0.548369529,397
25388,14.78668481,79.0718624,0.651083515,398
25409,20.406375,77.5475,0.614583949,399
25498,21.43841488,86.45082041,0.562118039,400
25603,15.1435501,79.88254146,0.571257364,401
25651,25.603875,86.1563125,0.575050458,402
25653,19.67545596,73.31847031,0.588026976,403
25715,19.75162107,80.12954681,0.611599217,404
25745,25.67075247,85.67129526,0.576120443,405
25890,19.80834053,85.06006545,0.557947202,406
25900,22.46634212,71.44135343,0.606982983,407
25915,25.29761692,87.5333724,0.606830802,408
25941,19.96954908,84.57953882,0.658336397,409
25951,20.52139082,79.12044731,0.581664621,410
25961,18.81322474,74.57807509,0.642649325,411
26035,25.028625,74.3019375,0.67632831,412
26096,24.20309972,88.04284145,0.638755037,413
26195,23.62411284,69.10655688,0.468727341,414
26219,9.387975217,78.80234166,0.669344742,415
26246,25.53604143,86.04121245,0.576151278,416
26279,24.71093519,82.06199381,0.543668872,417
26292,11.57543614,79.67165394,0.666486423,418
26332,12.52440306,79.87539118,0.663447207,419
26350,24.70124963,72.94201591,0.649084131,420
26384,14.99035282,76.16885813,0.625986314,421
26411,26.43514877,75.75327788,0.512021242,422
26594,25.50260124,76.79212562,0.576581626,423
26616,25.68847965,74.58011801,0.676520319,424
26667,24.13449291,75.9145358,0.642471366,425
26754,22.85547983,75.56540754,0.63022517,426
26766,22.38525,73.568125,0.573055323,427
26837,20.91613897,80.12369621,0.556156801,428
27010,32.7575,78.320375,,429
27060,21.52847182,80.92201057,0.584412991,430
27149,20.76961553,75.02809232,0.631984791,431
27158,23.59665938,76.10017176,0.579489751,432
27162,20.54974948,79.62960987,0.603817881,433
27165,20.83818521,85.01904803,0.692820463,434
27236,22.70098095,70.74074146,0.639922845,435
27254,17.7762029,83.18174837,0.655720611,436
27437,21.66866858,69.57388802,0.674220736,437
27454,22.62210118,70.37171419,0.625943409,438
27457,20.29382106,73.86317731,0.70357427,439
27752,29.279375,73.98,0.586944541,440
27787,29.2964546,74.13247966,0.546196255,441
27893,25.29086149,88.05755307,0.621208681,442
27931,23.54001169,91.82411945,0.615381135,443
28065,27.22380752,82.92910918,0.574587821,444
28099,25.83446406,86.30336101,0.549578131,445
28142,22.70769454,74.28302894,0.533275956,446
28159,17.09343124,79.30692378,0.630623222,447
28278,25.389625,85.615625,0.555689716,448
28312,20.97204485,78.44987659,0.620569134,449
28317,18.33223967,76.1008996,0.603231704,450
28368,27.15121223,71.15028958,0.549842703,451
28383,25.139802,75.756275,0.716786138,452
28394,23.64162403,75.69938937,0.593593907,453
28398,24.92443429,92.52182263,0.591059458,454
28409,32.92152997,78.60066589,,455
28479,26.73309036,83.40446634,0.659330967,456
28489,23.6805,80.09075,0.552166934,457
28505,26.62778702,75.24774672,0.641792634,458
28775,21.52611784,71.89815272,0.62055155,459
28795,24.88746893,92.8004665,0.630575697,460
28847,21.86052806,71.61799784,0.596612859,461
28895,25.27692553,88.08162321,0.620367484,462
29138,13.59430919,76.62046132,0.612820614,463
29515,25.17796708,79.54329957,0.547223405,464
29761,18.02042673,82.97900135,0.580122714,465
29825,25.01426427,74.8401783,0.644516333,466
29968,23.04278069,74.16385409,0.610553306,467
30021,24.74896402,92.47726611,0.610771393,468
30059,10.305875,76.785625,0.67379744,469
30073,8.714121409,78.1316481,0.741211175,470
30095,24.63830502,78.85729324,0.610717524,471
30336,24.79999074,86.06095928,0.559630239,472
30420,24.8625872,74.19003397,0.67894221,473
30514,22.51617659,80.59064235,0.54145616,474
30529,29.36,78.793,0.634234752,475
30557,13.26326271,76.881483,0.659577977,476
30732,9.552455063,76.4787252,0.738303387,477
30828,25.25527113,79.58561689,0.576129465,478
30902,19.96976804,85.66631385,0.615655294,479
31047,21.92933895,69.71995486,0.664509098,480
31157,26.30396574,92.18346639,0.548165977,481
31343,21.12413772,81.99451877,0.648938897,482
31380,25.69866156,75.63666945,0.634809657,483
31557,10.43873446,76.47930011,0.677222382,484
31603,22.38688696,69.01078522,0.642069875,485
31713,18.39664223,76.82374523,0.629260183,486
31740,17.85429904,76.26694499,0.636690888,487
31769,21.58714991,75.63133153,0.537948054,488
31990,8.350167455,77.94523247,0.650807147,489
32005,9.057272733,78.30784137,0.669952169,490
32137,18.61848296,76.5972888,0.606535737,491
32190,25.12463656,81.03126533,0.501065495,492
32197,24.50649775,93.80392497,0.6514772,493
32233,24.02857956,77.7510391,0.602756164,494
32298,22.23511756,70.71232475,0.721324166,495
32310,10.52861812,79.73633711,0.660985376,496
32336,24.564375,87.880625,0.624013577,497
32407,25.05136502,76.83903454,0.635645377,498
32529,10.47306747,76.97425118,0.640976714,499
32653,18.13044587,75.85254379,0.617973238,500
32886,14.06836163,80.01595871,0.62744769,501
32921,12.03325,76.2506875,0.630420291,502
32970,25.428,85.4155,0.613193678,503
33149,17.01517228,80.92204003,0.617395655,504
33161,18.93748249,76.11543517,0.619051462,505
33191,11.80670411,78.9768815,0.668466895,506
33199,25.91338918,75.67469933,0.601435616,507
33233,24.709125,77.2676875,0.566042719,508
33340,13.83230043,74.95135087,0.577274862,509
33397,16.36842031,81.66543257,0.648505213,510
33470,19.71015936,82.11951847,0.554820727,511
33597,25.31273463,85.82286723,0.579382026,512
33646,20.26949726,78.31011067,0.599918686,513
33649,17.53670804,74.48724489,0.656865996,514
33704,20.8734791,80.9283346,0.564137166,515
33716,17.93259512,77.00196354,0.604759101,516
33769,26.35216812,85.53444089,0.569573653,517
33879,24.66024184,86.92029574,0.497252438,518
33909,22.54589808,70.76050418,0.604061587,519
33929,19.90112037,85.68234823,0.61947515,520
33954,22.17009661,86.31813986,0.568157535,521
34022,27.429125,70.977,0.512021242,522
34119,14.18065685,77.78749963,0.629752892,523
34226,25.40446125,85.68570897,0.566665377,524
34405,23.26880623,74.90820602,0.560184847,525
34429,24.25044315,93.67074841,0.64444158,526
34514,14.61275781,79.80724002,0.611101119,527
34560,24.88714224,83.00950415,0.582948962,528
34667,25.29333725,85.87444795,0.560098516,529
34765,25.79624312,85.13501504,0.59022812,530
34774,27.586625,82.60025,0.568907007,531
34880,23.01940881,77.47688866,0.591664013,532
35131,26.32393176,83.52950436,0.525354047,533
35380,23.23248706,76.25882992,0.545314926,534
35451,25.75137221,86.33013197,0.571231892,535
35471,24.82666401,86.80139269,0.516538635,536
35556,18.47013138,75.16106804,0.627012403,537
35784,24.79326175,79.85855801,0.621131009,538
35861,18.31254669,76.42366716,0.649011091,539
35954,21.08869735,75.96139915,0.688727926,540
36022,21.46658819,70.91009396,0.639079327,541
36217,20.11908662,78.47583778,0.590196711,542
36329,8.38825,77.39175,0.699055187,543
36373,22.94895468,71.41427435,0.649180603,544
36472,17.50436636,76.54280802,0.640078589,545
36513,24.6415,73.975,0.676970555,546
36582,26.42444517,78.4107481,0.629430268,547
36589,21.893125,70.646,0.646318194,548
36680,27.05304819,83.23155545,0.578622523,549
36731,16.51170769,74.00952987,0.650332749,550
37211,12.62981653,79.73378763,0.660796474,551
37300,14.39727481,77.72727906,0.620393528,552
37351,26.59055417,77.58689974,0.625750472,553
37579,24.89287026,87.89243966,0.603778045,554
37643,13.17588342,76.60591606,0.64620207,555
37793,19.51778149,76.6144913,0.640048763,556
37861,19.75658144,75.19036587,0.665740132,557
37974,25.802302,85.56127282,0.594726227,558
38073,23.47238992,78.40814088,0.570665421,559
38114,25.30835714,74.9774191,0.627497531,560
38183,22.1708868,73.48619989,0.675072569,561
38184,19.64333318,78.67930168,0.602665195,562
38254,21.3457686,71.03810647,0.636814097,563
38289,26.07390821,84.71211093,0.576593291,564
38346,23.682875,88.55275,0.610546351,565
38357,20.52780669,81.01762154,0.661069286,566
38390,21.5235311,82.49652819,0.571000765,567
38799,21.07306517,85.29225021,0.580450629,568
38811,20.80726919,70.57572417,0.623243834,569
39201,19.81052393,75.50589621,0.7015062,570
39350,25.02316573,71.57694348,0.51257368,571
39394,22.55540372,73.71402183,0.552274312,572
39420,21.5894473,85.70789949,0.576294042,573
39568,29.414375,78.62075,0.594167176,574
39595,18.30281241,77.62250232,0.620489472,575
39617,22.31537167,81.98052246,0.582909474,576
39709,26.867875,77.3525,0.673656972,577
39766,19.75054657,73.7921563,0.633269596,578
39817,18.17151633,79.01462843,0.64469192,579
39821,25.97829626,77.76405152,0.565744019,580
39851,24.56951849,73.81435221,0.666839404,581
39873,13.05989145,80.00080697,0.704789829,582
40054,18.16031787,77.72658969,0.617113871,583
40060,15.17473387,79.88205806,0.571257364,584
40102,12.970125,77.3330625,0.626489643,585
40213,21.22175,78.64775,0.641129696,586
40305,24.64117209,93.79923736,0.684179109,587
40481,8.831013823,76.66258741,0.840498888,588
40511,25.21235341,81.14510093,0.515495247,589
40676,22.02275137,78.79991016,0.555845767,590
40781,22.61245289,87.79431485,0.619194724,591
40933,24.16447428,69.41009715,,592
40979,14.38525,75.839,0.647754454,593
40992,14.14250747,75.38354754,0.601316994,594
40995,18.67363224,75.60985715,0.602163444,595
41406,13.08208773,77.76755169,0.709408679,596
41488,25.02770082,72.81973843,0.571380566,597
41573,20.10479311,74.92942107,0.635963415,598
41633,26.471,78.0965,0.600322308,599
41759,8.642682365,77.30927799,0.644061075,600
41767,24.527,76.3295,0.626952669,601
41876,32.98189558,78.59535623,,602
41972,20.20689906,73.88013426,0.698590304,603
42036,21.15277626,78.86414965,0.654192504,604
42246,10.37008905,77.48941763,0.612488616,605
42322,26.59272508,93.23610124,0.584824812,606
42369,23.7850081,71.27540268,0.484604078,607
42374,26.28377168,90.5333481,0.627954675,608
42384,24.77545129,77.19533661,0.569501706,609
42487,25.35185466,77.99265445,0.578317582,610
42538,23.21096215,71.74199714,0.571095089,611
42594,25.4548718,74.55635539,0.705262003,612
42728,14.87661296,80.01204549,0.611144681,613
42736,26.87139389,75.17993375,0.512021242,614
42869,14.62452332,79.60272375,0.635777935,615
